latitude,longitude,elevation_m,local_mean_elevation_m,relative_depression_m,slope_proxy_m,low_threshold_m,very_low_threshold_m,lowland_flood_score,lowland_flood_level,terrain_evidence_count,lowland_flood_reason
35.79539926171999,127.09001541137695,41.0,60.81142807006836,19.81142807006836,3.0,32.0,14.0,74.85767011357761,높음,2,"고도 41.0m, 주변 평균보다 19.8m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.8031961172245,127.14769363403319,61.0,85.75135040283203,24.75135040283203,5.0,32.0,14.0,74.41940249433429,높음,2,"고도 61.0m, 주변 평균보다 24.8m 낮음, 국지 고도차 5.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.83437588621187,127.09962844848631,33.0,49.28196716308594,16.281967163085938,3.0,32.0,14.0,73.47784926736037,높음,2,"고도 33.0m, 주변 평균보다 16.3m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.7876016410509,127.13808059692383,74.0,99.12661743164062,25.126617431640625,5.0,32.0,14.0,73.10992943951878,높음,2,"고도 74.0m, 주변 평균보다 25.1m 낮음, 국지 고도차 5.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.82658209205795,127.06804275512697,27.0,39.5560188293457,12.556018829345703,1.0,32.0,14.0,73.04252664372551,높음,2,"고도 27.0m, 주변 평균보다 12.6m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.81099220749514,127.14769363403319,41.0,57.643898010253906,16.643898010253906,4.0,32.0,14.0,72.10161739051219,높음,2,"고도 41.0m, 주변 평균보다 16.6m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.75640350811643,127.11885452270508,42.0,54.679298400878906,12.679298400878906,1.0,32.0,14.0,71.32637082545676,높음,2,"고도 42.0m, 주변 평균보다 12.7m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.7642041887498,127.1092414855957,47.0,62.945438385009766,15.945438385009766,4.0,32.0,14.0,70.91967122536205,높음,2,"고도 47.0m, 주변 평균보다 15.9m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.79539926171999,127.13808059692383,64.0,81.89837646484375,17.89837646484375,3.0,32.0,14.0,70.83336335808919,높음,2,"고도 64.0m, 주변 평균보다 17.9m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.79539926171999,127.08726882934569,40.0,52.470664978027344,12.470664978027344,2.0,32.0,14.0,70.77063679848709,높음,2,"고도 40.0m, 주변 평균보다 12.5m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.81099220749514,127.07765579223633,54.0,71.78633880615234,17.786338806152344,5.0,32.0,14.0,70.64328147374673,높음,2,"고도 54.0m, 주변 평균보다 17.8m 낮음, 국지 고도차 5.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.81878753246268,127.06804275512697,36.0,49.98375701904297,13.983757019042969,5.0,32.0,14.0,70.28104863323654,높음,2,"고도 36.0m, 주변 평균보다 14.0m 낮음, 국지 고도차 5.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.865543407034444,127.03920364379881,20.0,29.029987335205078,9.029987335205078,3.0,32.0,14.0,70.23071611335477,높음,2,"고도 20.0m, 주변 평균보다 9.0m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.79539926171999,127.07765579223633,45.0,60.13410949707031,15.134109497070312,5.0,32.0,14.0,69.96458274249329,높음,2,"고도 45.0m, 주변 평균보다 15.1m 낮음, 국지 고도차 5.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.87333337294744,127.15730667114256,28.0,37.0666389465332,9.066638946533203,2.0,32.0,14.0,69.95335554785159,높음,2,"고도 28.0m, 주변 평균보다 9.1m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.82658209205795,127.08726882934569,67.0,86.0420913696289,19.042091369628906,5.0,32.0,14.0,69.91723046537561,높음,2,"고도 67.0m, 주변 평균보다 19.0m 낮음, 국지 고도차 5.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.83437588621187,127.15730667114256,45.0,58.92669677734375,13.92669677734375,4.0,32.0,14.0,69.82173710889286,높음,2,"고도 45.0m, 주변 평균보다 13.9m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.865543407034444,127.05842971801758,15.0,22.23906707763672,7.239067077636719,3.0,32.0,14.0,69.64330813187011,높음,2,"고도 15.0m, 주변 평균보다 7.2m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.81878753246268,127.11885452270508,28.0,35.549354553222656,7.549354553222656,1.0,32.0,14.0,69.60518460359093,높음,2,"고도 28.0m, 주변 평균보다 7.5m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.83437588621187,127.1092414855957,20.0,27.74677276611328,7.746772766113281,3.0,32.0,14.0,69.38044016849312,높음,2,"고도 20.0m, 주변 평균보다 7.7m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.7876016410509,127.1092414855957,29.0,36.318199157714844,7.318199157714844,1.0,32.0,14.0,69.3321616286102,높음,2,"고도 29.0m, 주변 평균보다 7.3m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.81878753246268,127.13808059692383,39.0,49.83048629760742,10.830486297607422,3.0,32.0,14.0,69.14648466251148,높음,2,"고도 39.0m, 주변 평균보다 10.8m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.82658209205795,127.1092414855957,21.0,26.58892059326172,5.588920593261719,1.0,32.0,14.0,69.1451668140524,높음,2,"고도 21.0m, 주변 평균보다 5.6m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84996117791962,127.19575881958006,44.0,54.55851745605469,10.558517456054688,2.0,32.0,14.0,69.02419638048794,높음,2,"고도 44.0m, 주변 평균보다 10.6m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.865543407034444,127.04881668090819,22.0,30.266971588134766,8.266971588134766,4.0,32.0,14.0,68.82821590387843,높음,2,"고도 22.0m, 주변 평균보다 8.3m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.865543407034444,127.15730667114256,30.0,36.66930389404297,6.669303894042969,1.0,32.0,14.0,68.7823383665497,높음,2,"고도 30.0m, 주변 평균보다 6.7m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.13808059692383,21.0,26.0130615234375,5.0130615234375,1.0,32.0,14.0,68.76359452949794,높음,2,"고도 21.0m, 주변 평균보다 5.0m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.83437588621187,127.06804275512697,25.0,32.67888259887695,7.678882598876953,3.0,32.0,14.0,68.73617432991813,높음,2,"고도 25.0m, 주변 평균보다 7.7m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84216891485542,127.1092414855957,20.0,26.174510955810547,6.174510955810547,3.0,32.0,14.0,68.33863747350718,높음,2,"고도 20.0m, 주변 평균보다 6.2m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.11885452270508,19.0,22.924081802368164,3.924081802368164,0.0,32.0,14.0,68.28173366037494,높음,2,"고도 19.0m, 주변 평균보다 3.9m 낮음, 국지 고도차 0.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84216891485542,127.16691970825192,50.0,60.36568069458008,10.365680694580078,2.0,32.0,14.0,68.17728300610449,높음,2,"고도 50.0m, 주변 평균보다 10.4m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.857752675335576,127.1092414855957,16.0,19.152019500732422,3.152019500732422,1.0,32.0,14.0,68.12972288438046,높음,2,"고도 16.0m, 주변 평균보다 3.2m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84216891485542,127.1861457824707,55.0,66.15493774414062,11.154937744140625,2.0,32.0,14.0,68.10097491770009,높음,2,"고도 55.0m, 주변 평균보다 11.2m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84996117791962,127.12846755981444,31.0,40.11037063598633,9.110370635986328,5.0,32.0,14.0,67.65115542715797,높음,2,"고도 31.0m, 주변 평균보다 9.1m 낮음, 국지 고도차 5.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84996117791962,127.07765579223633,22.0,30.388587951660156,8.388587951660156,6.0,32.0,14.0,67.59439472104549,높음,2,"고도 22.0m, 주변 평균보다 8.4m 낮음, 국지 고도차 6.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.88112257300586,127.02959060668945,8.0,8.792586326599121,0.7925863265991211,1.0,32.0,14.0,67.52517880015223,높음,2,"고도 8.0m, 주변 평균보다 0.8m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84996117791962,127.16691970825192,40.0,47.561431884765625,7.561431884765625,2.0,32.0,14.0,67.5177101972301,높음,2,"고도 40.0m, 주변 평균보다 7.6m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.857752675335576,127.19575881958006,40.0,48.48896408081055,8.488964080810547,3.0,32.0,14.0,67.47510307612077,높음,2,"고도 40.0m, 주변 평균보다 8.5m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.89113613334744,127.07765579223633,8.0,9.678571701049805,1.6785717010498047,2.0,32.0,14.0,67.45504217319257,높음,2,"고도 8.0m, 주변 평균보다 1.7m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84216891485542,127.09962844848631,30.0,41.50687026977539,11.50687026977539,8.0,32.0,14.0,67.3873569871972,높음,2,"고도 30.0m, 주변 평균보다 11.5m 낮음, 국지 고도차 8.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.04881668090819,7.0,8.308571815490723,1.3085718154907227,2.0,32.0,14.0,67.20987506718387,높음,2,"고도 7.0m, 주변 평균보다 1.3m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.87333337294744,127.04881668090819,17.0,21.88046646118164,4.880466461181641,4.0,32.0,14.0,67.18355104182133,높음,2,"고도 17.0m, 주변 평균보다 4.9m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.857752675335576,127.16691970825192,29.0,35.00541305541992,6.005413055419922,3.0,32.0,14.0,67.14788528316134,높음,2,"고도 29.0m, 주변 평균보다 6.0m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.89113613334744,127.0103645324707,8.0,7.302933692932129,0.0,0.0,32.0,14.0,67.0,높음,2,"고도 8.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 0.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.0103645324707,8.0,7.4285712242126465,0.0,1.0,32.0,14.0,67.0,높음,2,"고도 8.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.01997756958009,8.0,7.609796047210693,0.0,1.0,32.0,14.0,67.0,높음,2,"고도 8.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.88112257300586,127.01997756958009,8.0,7.556851387023926,0.0,1.0,32.0,14.0,67.0,높음,2,"고도 8.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.82658209205795,127.11885452270508,30.0,35.942108154296875,5.942108154296875,3.0,32.0,14.0,66.9860823965011,높음,2,"고도 30.0m, 주변 평균보다 5.9m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.81099220749514,127.12846755981444,44.0,55.304874420166016,11.304874420166016,6.0,32.0,14.0,66.88993118053817,높음,2,"고도 44.0m, 주변 평균보다 11.3m 낮음, 국지 고도차 6.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.89113613334744,127.03920364379881,9.0,6.822704315185547,0.0,0.0,32.0,14.0,66.88014382740711,높음,2,"고도 9.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 0.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.7876016410509,127.11885452270508,31.0,36.907955169677734,5.907955169677734,3.0,32.0,14.0,66.84359597798803,높음,2,"고도 31.0m, 주변 평균보다 5.9m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.865543407034444,127.02959060668945,18.0,22.250728607177734,4.250728607177734,4.0,32.0,14.0,66.64642174770576,높음,2,"고도 18.0m, 주변 평균보다 4.3m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84216891485542,127.05842971801758,27.0,30.87838363647461,3.8783836364746094,2.0,32.0,14.0,66.63540109064013,높음,2,"고도 27.0m, 주변 평균보다 3.9m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.07765579223633,10.0,10.662857055664062,0.6628570556640625,2.0,32.0,14.0,66.54230307892115,높음,2,"고도 10.0m, 주변 평균보다 0.7m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.87333337294744,127.14769363403319,29.0,33.91961669921875,4.91961669921875,3.0,32.0,14.0,66.42842141099715,높음,2,"고도 29.0m, 주변 평균보다 4.9m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.08726882934569,13.0,11.602499961853027,0.0,1.0,32.0,14.0,66.40071913703555,높음,2,"고도 13.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 1.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.81099220749514,127.1092414855957,25.0,29.07746696472168,4.07746696472168,3.0,32.0,14.0,66.34982589300925,높음,2,"고도 25.0m, 주변 평균보다 4.1m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.89113613334744,127.02959060668945,8.0,6.475127696990967,0.0,2.0,32.0,14.0,66.34279705573081,높음,2,"고도 8.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.87333337294744,127.0103645324707,8.0,7.64723014831543,0.0,2.0,32.0,14.0,66.34279705573081,높음,2,"고도 8.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.88112257300586,127.08726882934569,12.0,12.611607551574707,0.611607551574707,2.0,32.0,14.0,66.26863209457801,높음,2,"고도 12.0m, 주변 평균보다 0.6m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.84996117791962,127.15730667114256,48.0,57.00666427612305,9.006664276123047,4.0,32.0,14.0,66.20208615089821,높음,2,"고도 48.0m, 주변 평균보다 9.0m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.88112257300586,127.09962844848631,12.0,13.43273639678955,1.4327363967895508,3.0,32.0,14.0,66.15552062303294,높음,2,"고도 12.0m, 주변 평균보다 1.4m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.09001541137695,11.0,11.22719955444336,0.22719955444335938,2.0,32.0,14.0,66.13377414464924,높음,2,"고도 11.0m, 주변 평균보다 0.2m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.89113613334744,127.04881668090819,10.0,6.929209232330322,0.0,2.0,32.0,14.0,66.10308471054502,높음,2,"고도 10.0m, 주변 평균보다 0.0m 낮음, 국지 고도차 2.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.79539926171999,127.1092414855957,32.0,37.93919372558594,5.9391937255859375,4.0,32.0,14.0,66.08723596576577,높음,2,"고도 32.0m, 주변 평균보다 5.9m 낮음, 국지 고도차 4.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.888911007141054,127.12846755981444,27.0,29.03673553466797,2.0367355346679688,0.0,32.0,14.0,66.07230221042599,높음,2,"고도 27.0m, 주변 평균보다 2.0m 낮음, 국지 고도차 0.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
35.89113613334744,127.08726882934569,9.0,9.6845703125,0.6845703125,3.0,32.0,14.0,66.01934381531785,높음,2,"고도 9.0m, 주변 평균보다 0.7m 낮음, 국지 고도차 3.0m. 지형 근거 2/3개. 배수관·하천 수위·불투수면을 반영하지 않은 지형 기반 침수 후보입니다."
